Date,Requests,DataSent
2010-08-29-02,15672656,420096814711
2010-08-29-06,13783640,373349037516
2010-08-29-03,15806601,419281133064
2010-08-29-07,13687729,370371766210
2010-08-29-08,14647507,387312741851
2010-08-29-12,18312065,465955156878
2010-08-29-14,20672666,507631466403
2010-08-29-13,19249770,477266838017
2010-08-29-11,17305150,435131624620
2010-08-29-05,14535760,391119705057
2010-08-29-00,16401113,421194452795
2010-08-29-10,16325930,399401787122
2010-08-29-16,22556194,550672827075
2010-08-29-15,21934513,535265269947
2010-08-29-21,23019060,556234793804
2010-08-29-18,22679874,547539652563
2010-08-30-01,18471381,488041728415
2010-08-30-00,18693420,483838385256
2010-08-29-19,22944728,547308827461
2010-08-30-02,18859077,509185567551
2010-08-29-23,19934352,510272175031
2010-08-30-07,16085133,463730518472
2010-08-29-17,22620935,551193040928
2010-08-30-05,16113109,457484731045
2010-08-29-22,21850934,545485737207
2010-08-29-20,22931209,541925954847
2010-08-30-09,18429434,511252433224
2010-08-30-10,19172788,521524083935
2010-08-30-13,23583872,640285483750
2010-08-30-04,17461723,491507860210
2010-08-30-15,25870368,660585600175
2010-08-30-03,19182515,534005472364
2010-08-30-17,24931109,625309433757
2010-08-30-16,25354857,636737400468
2010-08-30-14,25424669,674054464368
2010-08-30-21,24738025,596703809640
2010-08-30-19,24849343,617077439083
2010-08-30-22,23097729,562772163369
2010-08-31-00,20020743,511627653503
2010-08-30-11,19414302,521840453236
2010-08-30-23,21144154,524505639782
2010-08-31-01,19662311,504318961175
2010-08-30-06,15408213,443728714712
2010-08-31-05,16305652,457839534757
2010-08-31-02,19178201,506609274079
2010-08-31-06,15508414,443585860047
2010-08-30-20,25167097,611152269116
2010-08-31-04,17521676,486918522541
2010-08-31-07,16054147,456675271833
2010-08-31-09,18545093,522650910719
2010-08-30-12,21005509,571898368627
2010-08-30-08,17344048,492475543229
2010-08-31-13,23708956,628752547949
2010-08-30-18,24817395,623885770904
2010-08-31-11,19636315,542041975665
2010-08-31-17,24234845,572873052472
2010-08-31-20,25005515,608172209296
2010-08-31-08,17298255,485643903845
2010-08-31-10,19348098,536887852885
2010-08-31-22,22790246,561802505473
2010-08-31-12,21204086,571961460707
2010-08-31-23,20560099,512800349601
2010-08-31-14,25165242,653763617867
2010-08-31-19,24376857,593931288402
2010-09-01-02,18789744,504185431988
2010-08-31-18,24158385,586815854173
2010-08-31-15,25731105,648484871280
2010-09-01-07,15467867,443054251021
2010-09-01-01,18826648,492694438463
2010-08-31-16,24953107,608908975644
2010-09-01-08,16707813,484773971694
2010-09-01-09,17860792,511083425246
2010-09-01-14,24992258,652047366304
2010-09-01-00,19338856,492942552573
2010-09-01-13,22797631,599884089808
2010-09-01-11,18852872,522486654839
2010-09-01-12,20194367,546886911019
2010-09-01-06,14833238,425179764292
2010-09-01-10,18361966,507718467017
2010-09-01-17,24119153,604007844601
2010-09-01-19,24027446,596287321657
2010-09-01-20,24386599,598947547461
2010-09-02-00,18795662,487037969859
2010-09-01-16,25138733,637073600424
2010-09-01-18,23767031,592482635481
2010-09-02-03,18451521,507217284097
2010-09-01-22,22141201,541061949010
2010-09-01-04,16785689,468250006453
2010-09-02-01,18317586,483678325987
2010-09-02-02,18691013,503908656296
2010-09-02-09,17667527,486721269847
2010-09-02-05,15879001,444563999620
2010-09-02-06,14975483,421778087661
2010-09-02-04,17182854,485548038276
2010-09-02-11,18441357,504238080163
2010-09-02-10,18237472,500120919568
2010-09-02-12,20114103,544510414901
2010-09-02-15,24917262,640477892708
2010-09-02-16,24656573,627224305016
2010-09-01-21,24144114,582571479776
2010-09-01-23,20052491,498568842601
2010-09-02-14,24119168,631213920679
2010-09-02-22,21477228,530297949461
2010-09-02-21,23129368,570084701163
2010-09-02-17,23772373,590373687829
2010-09-02-19,23861588,609849088796
2010-09-02-23,19417283,492078445311
2010-09-02-13,22391103,597091557756
2010-09-02-08,16571248,464602677749
2010-09-03-00,18554369,486135004020
2010-09-02-07,15457487,441033890044
2010-09-03-07,15155881,433115137919
2010-09-03-01,18390200,492964905993
2010-09-03-03,17219297,461349822055
2010-09-03-06,14411954,411664937684
2010-09-02-18,23934123,614997053510
2010-09-03-08,16412917,458932632376
2010-09-03-10,17478286,484019550187
2010-09-03-12,19562993,548142632647
2010-09-03-11,18063157,512204985540
2010-09-03-13,21754337,581567730874
2010-09-03-04,16179677,443665805831
2010-09-02-20,23860375,596583754289
2010-09-03-14,23630052,614502651159
2010-09-03-16,23906672,601650502935
2010-09-03-21,21567131,528439416050
2010-09-03-09,17183411,473958287729
2010-09-03-23,18243493,450518910135
2010-09-03-19,22353926,560466184342
2010-09-03-17,23319033,585020350797
2010-09-03-18,22436162,564891573040
2010-09-03-20,22147276,546009157414
2010-09-04-03,15291712,400686926334
2010-09-04-01,15711461,399324675305
2010-09-03-22,19893257,491266288490
2010-09-04-00,16516196,417748906665
2010-09-04-02,15310159,399821155000
2010-09-04-10,15895029,392814378079
2010-09-03-02,17939885,473591624286
2010-09-04-08,14484680,377387507773
2010-09-04-05,14307922,383530353194
2010-09-04-12,17498542,427925684235
2010-09-04-15,21119992,504699800598
2010-09-04-13,18916299,457930416574
2010-09-04-16,21150525,496091885234
2010-09-04-19,21410594,529632297678
2010-09-04-20,20974399,510834396147
2010-09-04-18,21977330,546454856937
2010-09-04-04,14781830,391883997059
2010-09-04-07,13626743,365255446222
2010-09-04-11,16540429,408338810154
2010-09-04-17,22024798,545421566730
2010-09-05-00,16554459,423536720279
2010-09-04-21,20425749,496896944862
2010-09-05-01,16320635,420258908520
2010-09-05-03,15584916,407675734676
2010-09-04-09,15208180,385407084685
2010-09-05-06,13662703,359904090986
2010-09-04-23,18006303,447597439605
2010-09-05-05,14442566,381371922844
2010-09-05-10,17235133,424094046938
2010-09-04-22,19340743,471762312236
2010-09-05-12,19133677,459087796558
2010-09-05-11,17970436,437302235350
2010-09-04-14,20223403,487082899848
2010-09-05-02,15819083,411260773276
2010-09-05-08,14743182,371119749335
2010-09-05-14,21703306,510351717736
2010-09-05-16,23203943,549462802746
2010-09-05-20,23616330,546372177217
2010-09-05-21,22993774,533377193286
2010-09-05-23,19378255,491027060088
2010-09-05-07,13702181,358968502580
2010-09-06-00,18048870,470012880176
2010-09-06-01,17742779,465638284968
2010-09-05-18,23733721,557866721327
2010-09-05-22,21588948,532564423415
2010-09-06-03,17963656,488343370250
2010-09-06-02,17954767,480389731345
2010-09-05-17,23446810,553836880348
2010-09-05-19,23645816,550720391802
2010-09-05-04,15117975,400668011732
2010-09-06-09,18826084,516846879897
2010-09-06-07,16749007,474987576825
2010-09-06-06,16139375,460387221547
2010-09-06-10,19169142,517074919551
2010-09-06-08,18144742,501333325424
2010-09-06-05,16435234,461133197493
2010-09-06-19,25887280,620495862662
2010-09-06-16,26126274,664306811985
2010-09-06-12,20860775,551872306792
2010-09-06-20,25445639,601674875972
2010-09-06-13,23015686,600746932789
2010-09-06-22,22823358,554243578237
2010-09-06-15,25755506,643160493565
2010-09-06-11,19344709,520857161830
2010-09-07-01,19918331,506499847625
2010-09-07-02,19795556,517785005563
2010-09-06-18,25037396,609947836070
2010-09-07-03,19274937,516795168164
2010-09-07-06,15777486,438911923662
2010-09-06-17,25414998,632630364602
2010-09-06-23,20789408,511056668335
2010-09-07-07,16626251,467638186343
2010-09-07-08,17707098,493216633217
2010-09-07-10,19372281,539349349582
2010-09-07-14,25977359,672533097634
2010-09-07-11,20629606,562659603707
2010-09-07-04,17983148,491383815781
2010-09-07-15,26886870,667269839384
2010-09-07-12,21817912,593309491090
2010-09-06-21,24507045,583663043415
2010-09-07-20,25869634,624530928409
2010-09-07-13,23920950,631435527986
2010-09-08-00,19927092,524688254517
2010-09-07-22,23465942,551592431425
2010-09-07-21,25396713,616839327515
2010-09-08-02,19758397,532523833180
2010-09-07-05,16564234,452590472731
2010-09-08-03,19186698,519573120464
2010-09-07-23,21403376,541537756574
2010-09-07-17,26427547,652438134636
2010-09-08-06,15705412,450449410130
2010-09-08-04,17472302,488361236117
2010-09-07-00,19635705,496707144360
2010-09-07-19,25767508,622605628457
2010-09-08-11,19222970,532525281730
2010-09-08-01,19747458,527520611646
2010-09-08-12,21047289,577969120096
2010-09-08-09,18399198,525034595140
2010-09-08-08,17408488,494641243759
2010-09-08-05,16094214,454984397526
2010-09-08-16,26511531,674944871455
2010-09-08-19,25615661,630281001602
2010-09-08-07,16449702,471071178969
2010-09-08-14,25856255,682810964540
2010-09-08-20,25699981,623753679594
2010-09-08-15,26589326,678531570261
2010-09-08-23,20390407,513994803339
2010-09-09-00,19471026,499316934929
2010-09-08-18,25758286,649264428322
2010-09-09-04,17266811,480775982253
2010-09-08-17,25806100,660217581880
2010-09-09-05,15558127,433034287129
2010-09-08-21,24942813,609861404812
2010-09-08-22,22570411,560916282967
2010-09-09-06,15021312,424361799134
2010-09-09-09,18039593,518434363281
2010-09-09-08,17034055,487611887119
2010-09-09-10,18495597,523511982042
2010-09-09-01,19257098,502763758941
2010-09-09-12,20347872,562062672885
2010-09-09-13,22735865,611960019338
2010-09-09-11,18836410,532029121547
2010-09-09-15,25778865,663825251642
2010-09-09-03,18738117,513565987400
2010-09-09-16,25929037,652723644355
2010-09-10-00,18969312,490514576223
2010-09-09-19,24829975,605798936914
2010-09-09-22,22316714,562050886640
2010-09-10-01,18617554,498865252897
2010-09-09-02,19228522,514231354718
2010-09-09-17,25548898,635554764364
2010-09-10-03,17679929,496179558534
2010-09-10-04,16266571,463480805263
2010-09-10-02,18353896,503853600311
2010-09-09-20,25119469,616906452863
2010-09-09-23,19698690,503750357856
2010-09-09-14,24852335,661142793787
2010-09-10-09,17356879,487111167631
2010-09-10-11,17971570,499237248325
2010-09-10-14,22532826,574309086827
2010-09-10-16,22969791,551687046828
2010-09-10-10,17742401,492471032125
2010-09-10-07,15432608,436218619297
2010-09-10-15,23174680,569009601187
2010-09-10-12,19124831,524292968762
2010-09-10-18,22072328,527851302467
2010-09-10-17,22405456,534408070026
2010-09-10-21,22182699,548518510418
2010-09-10-08,16563902,462906381929
2010-09-10-22,19999204,493461669882
2010-09-10-13,21087548,563703353217
2010-09-11-02,15429043,418543669158
2010-09-10-19,22122305,518775111510
2010-09-11-03,15010769,405744973223
2010-09-10-23,17826000,442896717565
2010-09-11-06,12925764,357432451213
2010-09-11-09,14974105,390320135892
2010-09-11-08,13991291,375651909158
2010-09-10-20,22690059,564818726070
2010-09-11-13,18562393,466736639381
2010-09-11-05,13689597,373654750371
2010-09-11-11,16260724,408920184379
2010-09-11-12,17042456,427080842193
2010-09-11-20,21384024,536278575440
2010-09-11-10,15816435,400285898109
2010-09-11-18,21639697,540786275827
2010-09-11-00,16609135,440053485175
2010-09-11-21,21155362,531450558976
2010-09-11-15,21607350,553016867396
2010-09-11-17,21829626,552683533951
2010-09-12-01,16502913,429693803216
2010-09-11-16,21907400,558839319457
2010-09-12-04,15366569,413745547218
2010-09-11-19,21347775,531934015365
2010-09-12-05,14681171,394424461149
2010-09-11-07,13284135,365268765736
2010-09-12-08,15088495,388250237319
2010-09-12-02,16378508,438408663710
2010-09-11-22,20212629,512184935204
2010-09-12-00,17071454,438706587904
2010-09-12-10,17699998,430635109919
2010-09-12-03,15910081,431679881201
2010-09-12-12,19660396,484498063776
2010-09-12-16,24284339,586590239284
2010-09-12-17,24702106,594489012308
2010-09-12-15,23595693,571218154722
2010-09-11-23,18405292,475222872201
2010-09-12-21,24740541,599306777922
2010-09-12-14,22393181,550425258502
2010-09-12-19,25639141,619698892515
2010-09-12-11,18498269,447734345235
2010-09-12-23,20443032,518688732606
2010-09-12-13,20928421,516425956161
2010-09-12-06,13792495,374266130413
2010-09-12-18,25135424,612062362890
2010-09-13-02,19161577,523667616506
2010-09-12-07,13916946,374286032363
2010-09-12-22,22717611,558836329743
2010-09-13-03,18846074,530380609718
2010-09-13-01,19080724,509839526662
2010-09-13-08,17849566,515299428552
2010-09-13-06,15861944,463812463457
2010-09-13-10,19185628,535054010530
2010-09-13-05,16238052,464605757150
2010-09-13-04,17499130,498358754604
2010-09-13-00,19056127,495038476300
2010-09-13-14,25975382,684583843859
2010-09-13-17,26758614,666783075925
2010-09-13-09,18742769,534430444043
2010-09-13-19,26820850,661631646489
2010-09-13-11,19503466,536613928592
2010-09-13-18,26694721,662565333432
2010-09-13-21,25909417,652517521967
2010-09-13-16,27057013,675258953025
2010-09-14-00,19592680,507821348723
2010-09-13-22,23034228,583875469272
2010-09-14-04,17332793,500456777495
2010-09-13-20,27090586,669703776073
2010-09-12-20,25715201,613135742692
2010-09-14-07,16232332,479817399778
2010-09-14-05,16067159,460795939423
2010-09-14-01,19530736,520869319322
2010-09-14-12,20592605,541572150142
2010-09-14-06,15353729,450912013021
2010-09-14-14,25452513,647219244346
2010-09-14-13,23101946,594832941781
2010-09-14-15,26922815,688954213137
2010-09-14-08,17207397,490812859856
2010-09-14-19,25916555,644427341858
2010-09-14-21,24697928,612292146323
2010-09-14-18,26493828,663507424668
2010-09-14-20,25865456,642443969701
2010-09-15-01,18069861,486057746219
2010-09-14-16,27278623,711375095030
2010-09-14-22,22308807,552655667661
2010-09-15-03,17681176,485029879708
2010-09-15-02,18228094,492942593660
2010-09-14-23,19725971,505290820846
2010-09-15-00,18548628,481930798160
2010-09-15-05,15351564,436766676850
2010-09-15-10,19089763,547988996562
2010-09-15-12,21078658,575098952757
2010-09-15-11,19431167,558877712001
2010-09-15-07,16533613,462286808009
2010-09-15-14,26701547,737023684574
2010-09-15-15,27127493,719039401633
2010-09-15-17,26052555,668370672735
2010-09-15-13,24750365,694621032681
2010-09-15-20,25703301,649766625766
2010-09-15-21,24295582,612437960464
2010-09-15-06,15238967,432702375131
2010-09-15-22,21737299,552865063044
2010-09-16-00,18093866,484514078897
2010-09-16-03,17559055,495297406144
2010-09-15-23,19058551,496699957785
2010-09-16-05,15190036,441826220701
2010-09-16-06,14679939,420188058582
2010-09-15-19,25007626,622344692117
2010-09-16-10,18229204,503113937269
2010-09-16-04,16241225,473077671931
2010-09-16-01,17807492,488550365162
2010-09-16-11,18607158,510704394960
2010-09-16-13,22980061,620049512242
2010-09-16-08,16902409,472094430228
2010-09-16-09,17742235,496337321077
2010-09-16-19,25022199,609557365608
2010-09-16-16,24360230,607652407025
2010-09-16-15,24901869,639286684197
2010-09-16-18,25108499,619505695068
2010-09-16-23,18325084,467348601773
2010-09-16-17,25078056,620940376476
2010-09-17-00,17378011,451143231523
2010-09-17-02,17047416,461285949729
2010-09-17-04,15587078,433900972464
2010-09-16-20,24973363,609271587639
2010-09-16-21,23754758,584302144883
2010-09-17-05,14480998,400100025687
2010-09-17-01,17212183,455146067866
2010-09-16-22,21022190,528872892908
2010-09-17-09,16906874,468628520013
2010-09-17-10,17200341,467616029976
2010-09-16-02,18041739,504177435573
2010-09-17-06,14155185,395894931534
2010-09-17-15,23869725,600996711859
2010-09-17-07,15132965,421438941920
2010-09-17-13,21272477,564257100539
2010-09-17-03,16688988,454842444844
2010-09-17-08,16124875,442537968247
2010-09-17-16,23545673,582235870218
2010-09-17-17,23111469,582383956821
2010-09-17-14,23192678,602848905346
2010-09-17-22,19487926,482213227304
2010-09-18-00,15659755,396980264810
2010-09-17-20,22729204,558691523822
2010-09-17-11,17340066,470545473756
2010-09-18-02,14723622,381809286327
2010-09-18-04,13945143,367991981733
2010-09-17-19,22866477,568999120245
2010-09-17-18,22921658,575557916163
2010-09-18-05,13312536,354451305945
2010-09-18-03,14543349,382411673372
2010-09-18-07,12959386,338764199122
2010-09-17-21,21616890,527059254169
2010-09-17-23,17148451,429710993531
2010-09-18-10,15686091,389929859894
2010-09-18-11,16211715,401949546900
2010-09-18-13,18838813,465765733721
2010-09-18-14,20156546,493832534838
2010-09-18-08,13677409,339606645383
2010-09-18-15,21227088,514426892900
2010-09-18-06,12851517,342517511319
2010-09-18-12,17242972,426281763106
2010-09-18-18,21686460,518560625157
2010-09-18-16,21675324,522209301884
2010-09-18-09,14259822,334757603727
2010-09-18-20,21339226,514340632730
2010-09-19-01,15840824,401753497656
2010-09-18-22,19867152,480431957205
2010-09-18-23,18156705,448676533792
2010-09-19-03,15189974,395881907776
2010-09-19-05,13878181,363708982865
2010-09-19-06,13349381,348345172952
2010-09-18-21,21153699,508201792360
2010-09-18-19,21371156,516666604475
2010-09-19-02,15383217,398563643899
2010-09-18-01,14834974,384429332013
2010-09-19-11,18144323,434248559653
2010-09-19-00,16476948,411058562693
2010-09-19-08,14440209,368042585246
2010-09-19-10,17302953,415436774537
2010-09-18-17,21805259,524657061799
2010-09-19-13,20440274,487679368942
2010-09-19-15,23459198,561003285670
2010-09-19-14,21985587,529131124596
2010-09-19-18,25038304,589328241389
2010-09-19-19,25310297,596895801257
2010-09-19-04,14622354,383709271538
2010-09-19-23,19451250,484999752623
2010-09-19-09,15982931,394417197285
2010-09-19-21,24093415,577742836984
2010-09-19-07,13524099,351045927919
2010-09-20-01,18390949,487277867601
2010-09-20-00,17999009,458232358389
2010-09-20-02,18708478,499861243835
2010-09-20-05,15652480,422451863799
2010-09-20-06,14933042,407125012440
2010-09-20-03,18134353,482766437332
2010-09-19-12,19125329,456920830607
2010-09-20-04,16793689,451342561872
2010-09-20-12,21540356,608308911845
2010-09-20-14,26631271,711133342481
2010-09-20-13,24410120,662469407077
2010-09-20-10,18892322,528531736731
2010-09-20-16,27198729,678764043270
2010-09-20-19,27223225,660503778324
2010-09-20-15,27208145,692833015881
2010-09-20-20,27059611,649521440165
2010-09-20-17,27032753,673905608877
2010-09-20-18,27251375,678529325538
2010-09-21-01,19459544,509763193115
2010-09-21-00,19142362,490236122380
2010-09-20-21,25928702,627043194324
2010-09-21-02,19759469,529701560111
2010-09-21-03,13203765,362150976000
2010-09-20-22,22968710,560727065223
2010-09-20-23,20327380,510543231443
2010-09-21-06,14934096,422485884148
2010-09-21-04,17222717,486097597734
2010-09-21-09,18096042,509626561893
2010-09-21-07,15957091,454006640932
2010-09-21-10,18741542,528078263100
2010-09-21-05,15755643,442555662627
2010-09-21-11,18985799,535728717310
2010-09-21-08,17052789,478754203676
2010-09-21-19,26589086,646057404356
2010-09-21-16,27135655,681716418988
2010-09-21-21,25555582,625268291918
2010-09-21-14,26196226,700324408344
2010-09-21-23,20090911,505803380660
2010-09-21-12,20889172,585832371101
2010-09-21-18,26733606,654924083862
2010-09-22-00,19134098,490230632276
2010-09-21-22,22841539,562146488467
2010-09-22-03,18352476,493001855188
2010-09-22-06,14942858,422342255717
2010-09-21-20,26948889,661699956361
2010-09-22-07,15997302,452871282518
2010-09-22-05,15670621,435787871799
2010-09-22-01,19386031,508208599084
2010-09-22-09,18249705,521840302974
2010-09-22-11,18970225,538866724997
2010-09-22-13,23901288,654016706374
2010-09-22-14,26524874,715224309201
2010-09-22-16,27456536,705492846602
2010-09-22-10,18659049,526290072829
2010-09-22-12,20834470,584456405469
2010-09-22-17,26886190,684748674584
2010-09-22-18,27107426,682470758721
2010-09-22-15,27437654,715910672382
2010-09-22-23,19970311,509273977654
2010-09-22-02,19289229,512215384450
2010-09-22-04,17114073,473269879268
2010-09-23-01,18646877,482481023905
2010-09-22-20,26400208,652491699660
2010-09-23-00,18832374,486096354533
2010-09-22-22,22445280,564842145164
2010-09-23-06,15057520,423210242070
2010-09-23-07,16149773,456407808242
2010-09-23-05,15563864,430041902770
2010-09-22-21,24693496,616819901702
2010-09-23-09,18353794,525958245211
2010-09-23-11,19196653,549462434615
2010-09-23-08,17221042,485968153667
2010-09-23-10,18946958,537635268918
2010-09-23-03,18022863,482193943630
2010-09-23-13,23735370,655291332945
2010-09-23-16,26841955,678216984671
2010-09-23-15,26884518,704866558160
2010-09-23-17,26332595,664197096506
2010-09-23-20,27231355,668256492397
2010-09-23-19,26560466,660004838849
2010-09-23-22,22155195,551142260733
2010-09-22-19,27198543,677039932078
2010-09-23-21,26071838,639483133395
2010-09-23-18,26281358,659513212974
2010-09-23-04,16757893,456203355599
2010-09-23-23,18956336,485821177850
2010-09-23-14,25831081,700948681272
2010-09-24-06,14895292,423130734161
2010-09-24-01,18205492,481183215691
2010-09-24-07,15360212,416758623222
2010-09-24-00,18266225,476643847403
2010-09-24-12,19893654,552062472501
2010-09-24-04,16420437,459031832456
2010-09-24-03,17312312,472561820336
2010-09-24-11,18162819,504239032339
2010-09-24-16,24786171,627976662786
2010-09-24-08,15824845,400723290095
2010-09-24-15,25053860,647062128275
2010-09-24-05,15393364,432609477971
2010-09-24-18,23576570,592015838095
2010-09-23-12,20952748,593257880970
2010-09-24-20,22420515,553770530731
2010-09-24-19,22655781,563695076464
2010-09-25-00,15934922,409244059542
2010-09-24-21,22040923,544842307036
2010-09-25-05,13735457,372768502676
2010-09-25-04,14284808,387933985953
2010-09-24-23,17560274,441822719191
2010-09-25-02,14881661,396121729142
2010-09-24-13,22242715,600821680607
2010-09-25-08,14081277,354845358950
2010-09-25-03,14772844,395610028228
2010-09-25-09,15201236,386972253269
2010-09-25-06,13522950,363886071871
2010-09-25-10,16137356,403926105209
2010-09-25-11,16514258,410928852272
2010-09-25-12,17430183,432438117943
2010-09-25-15,21359974,494076031985
2010-09-25-14,20392405,491303094312
2010-09-25-13,18737336,439425954854
2010-09-25-16,21883978,504251665822
2010-09-25-07,13404519,337938640447
2010-09-25-17,22140391,530647430815
2010-09-25-18,22062538,533053355222
2010-09-25-22,19893019,494035854364
2010-09-24-17,24063939,605858506530
2010-09-25-19,21548501,524196978731
2010-09-26-03,15551156,411474057512
2010-09-26-02,15883171,417630827257
2010-09-26-00,16606576,428331962607
2010-09-26-06,13891475,368985251356
2010-09-25-23,18140708,455563727460
2010-09-26-07,13995090,367490393610
2010-09-26-09,16666648,415596253154
2010-09-25-20,21748309,537877576474
2010-09-26-12,20032991,485028096396
2010-09-26-13,21314098,513530757818
2010-09-26-01,15940183,417404058794
2010-09-26-11,18860097,457042380843
2010-09-26-17,25785673,617788677209
2010-09-26-04,15033589,399730549124
2010-09-26-18,24081646,564171023723
2010-09-26-23,20319697,506667375019
2010-09-26-22,22644538,556094564794
2010-09-27-03,18422869,494978743513
2010-09-26-08,15120080,385977236389
2010-09-26-20,25875094,612152149173
2010-09-27-00,18756980,477588345404
2010-09-27-04,17120993,470925386055
2010-09-26-21,24954381,603396185775
2010-09-26-19,26321623,623495330217
2010-09-27-02,18753204,498796646488
2010-09-27-11,19784437,551121257292
2010-09-27-10,19374384,538919321385
2010-09-27-06,15596811,437324706494
2010-09-27-09,18799945,532455200647
2010-09-27-14,26858663,707386284465
2010-09-27-16,28281020,710023304225
2010-09-27-12,21535318,592781138207
2010-09-27-08,17585765,492457635065
2010-09-27-18,28083389,687887492611
2010-09-27-17,28115489,696673760369
2010-09-27-20,27921003,675517107452
2010-09-27-15,28311603,725389525058
2010-09-28-00,19862152,503429319758
2010-09-27-21,26371200,644784142982
2010-09-27-23,21062101,524532548818
2010-09-27-19,28221931,683552028616
2010-09-28-03,22311862,513818863627
2010-09-28-04,21051468,485886020489
2010-09-27-22,23684597,585490938941
2010-09-28-01,19576491,512305935379
2010-09-28-08,21769254,496655223462
2010-09-28-06,18828229,443011979030
2010-09-28-12,28026668,603269905962
2010-09-28-10,24521774,549016887096
2010-09-28-02,21643083,528582775488
2010-09-28-15,38283824,738280427045
2010-09-28-09,23696131,545014416907
2010-09-27-13,24390313,655813678500
2010-09-28-14,36287519,728957869864
2010-09-28-17,37993341,701641247693
2010-09-28-21,34604340,624474777009
2010-09-28-19,37707056,682650477281
2010-09-28-05,19613462,448679096549
2010-09-28-22,32416178,582418549981
2010-09-28-11,25314080,561014776611
2010-09-28-18,38060088,698524601707
2010-09-28-23,28860057,526216393207
2010-09-28-13,32346567,667357406785
2010-09-29-05,21633037,440894431608
2010-09-29-07,22295481,472923084920
2010-09-29-06,20817805,437588359543
2010-09-29-02,27239778,517580953724
2010-09-29-11,27073301,558964194414
2010-09-28-20,37143761,663540950209
2010-09-29-12,29866400,597640968592
2010-09-29-09,25671059,547906253889
2010-09-29-08,23740833,486749879779
2010-09-29-13,34738040,669229868682
2010-09-29-16,40245476,719482596186
2010-09-29-17,39326111,694123911139
2010-09-29-18,39172637,686759372662
2010-09-29-20,38553196,666656106334
2010-09-29-19,38909986,679692280132
2010-09-29-14,38579922,726191849289
2010-09-29-21,36559090,634064707584
2010-09-29-22,32822594,573048827007
2010-09-29-10,26522366,551990331351
2010-09-29-03,25855005,503207047837
2010-09-29-23,28523897,517403585375
2010-09-30-00,26981520,492664546843
2010-09-30-01,27512512,502734072647
2010-09-30-04,25120773,482915387303
2010-09-30-05,23014091,448177484671
2010-09-30-06,22256324,448958009114
2010-09-29-04,23902246,482339880913
2010-09-30-03,26996255,504194383530
2010-09-30-11,28793530,556455588674
2010-09-30-14,40229512,726078533513
2010-09-30-09,27057131,539228965686
2010-09-30-15,41878136,720306157863
2010-09-30-08,25722259,508756274652
2010-09-30-16,41953585,712016672907
2010-09-30-02,27674007,507641940109
2010-09-30-22,33317570,528239691075
2010-09-30-18,40939848,683912660844
2010-09-30-23,29006607,472306594449
2010-10-01-00,27098076,450189372952
2010-09-30-21,37056849,585308603673
2010-10-01-04,23438722,432363979207
2010-09-30-19,40195529,666944181199
2010-09-30-07,23904289,481544225299
2010-10-01-06,20796044,396960147959
2010-09-30-20,39937498,649410870338
2010-10-01-02,26335938,458054389341
2010-09-30-12,31514628,595419638539
2010-10-01-08,24112550,449678757189
2010-10-01-07,22467801,426888976069
2010-10-01-01,26559609,451296900628
2010-10-01-03,25355872,450145127386
2010-10-01-11,26203773,476328451673
2010-10-01-09,25621910,481098188331
2010-10-01-13,32460222,570819797003
2010-10-01-16,37012206,627490315462
2010-10-01-15,36986095,621714180783
2010-10-01-10,25910430,478875505675
2010-10-01-20,33753585,545694867949
2010-10-01-19,34841681,585567745939
2010-10-01-22,28855332,464990082588
2010-10-01-23,24345756,413644272831
2010-10-01-17,35787884,602174581615
2010-10-01-14,35827754,616998371573
2010-10-02-03,20754276,388149533856
2010-10-02-02,20792684,374257938948
2010-10-01-18,35138654,591649902641
2010-10-02-00,22404929,395170473156
2010-10-02-04,19978183,377297183988
2010-10-02-08,19945523,360723696981
2010-10-02-01,20981605,368071917561
2010-10-02-05,18891552,360956130178
2010-10-01-12,28574323,514876016124
2010-10-02-07,18505097,348889588921
2010-10-02-13,28691428,484868610291
2010-10-02-06,18147493,346448178074
2010-10-02-15,32835843,546644466628
2010-10-02-14,31409160,533463711149
2010-10-02-09,21890486,379385253439
2010-10-02-17,33929496,560517623254
2010-10-02-10,23509193,394325272315
2010-10-02-16,33860931,561009088828
2010-10-02-19,32587157,538475525477
2010-10-02-22,29425762,496574294891
2010-10-02-12,26151508,444670995660
2010-10-02-23,26043951,438784695282
2010-10-03-02,22418608,410374976657
2010-10-02-21,31454820,526441040559
2010-10-03-05,19918536,367241151975
2010-10-03-04,21281548,393609933885
2010-10-03-03,22104820,405621450278
2010-10-03-09,23683423,350515205994
2010-10-03-12,29205726,403349903875
2010-10-03-01,22580847,403875477556
2010-10-02-18,33543179,552671764972
2010-10-03-06,19184557,351662309630
2010-10-02-20,31855188,529090425536
2010-10-03-17,38519062,529631755498
2010-10-03-11,27475837,385247921228
2010-10-03-10,26351773,375993950660
2010-10-03-18,38934787,535422126624
2010-10-03-16,37564223,518586251901
2010-10-03-15,36374925,508848323383
2010-10-03-13,32082318,444243666014
2010-10-03-20,38805290,538619309059
2010-10-04-03,28033935,507295439084
2010-10-04-04,25964399,480298644365
2010-10-04-01,28600727,501515559470
2010-10-03-19,39418094,541106295953
2010-10-04-07,23914611,450786842117
2010-10-04-02,28737938,512401046692
2010-10-04-06,22456860,427015853516
2010-10-04-00,28268612,486673615011
2010-10-03-22,33450443,491912133193
2010-10-04-09,28191303,521474670047
